actor
Tom Hanks
Tim Allen
Don Rickles
Jim Varney
Wallace Shawn
John Ratzenberger
Annie Potts
John Morris
Erik von Detten
Laurie Metcalf
R. Lee Ermey
Sarah Freeman
Penn Jillette
Robin Williams
Jonathan Hyde
Kirsten Dunst
Bradley Pierce
Bonnie Hunt
Bebe Neuwirth
David Alan Grier
Patricia Clarkson
Adam Hann-Byrd
Laura Bell Bundy
James Handy
Gillian Barber
Brandon Obray
Cyrus Thiedeke
Gary Joseph Thorup
Leonard Zola
Lloyd Berry
Malcolm Stewart
Annabel Kershaw
Darryl Henriques
Robyn Driscoll
Peter Bryant
Sarah Gilson
Florica Vlad
June Lion
Brenda Lockmuller
Walter Matthau
Jack Lemmon
Ann-Margret
Sophia Loren
Daryl Hannah
Burgess Meredith
Kevin Pollak
Whitney Houston
Angela Bassett
Loretta Devine
Lela Rochon
Gregory Hines
Dennis Haysbert
Michael Beach
Mykelti Williamson
Lamont Johnson
Wesley Snipes
Steve Martin
Diane Keaton
Martin Short
Kimberly Williams-Paisley
George Newbern
Kieran Culkin
BD Wong
Peter Michael Goetz
Kate McGregor-Stewart
Jane Adams
Eugene Levy
Lori Alan
Al Pacino
Robert De Niro
Val Kilmer
Jon Voight
Tom Sizemore
Diane Venora
Amy Brenneman
Ashley Judd
Natalie Portman
Ted Levine
Tom Noonan
Tone Loc
Hank Azaria
Wes Studi
Danny Trejo
Henry Rollins
William Fichtner
Kevin Gage
Susan Traylor
Jerry Trimble
Ricky Harris
Jeremy Piven
Xander Berkeley
Begonya Plaza
Rick Avery
Hazelle Goodman
Ray Buktenica
Max Daniels
Vince Deadrick Jr.
Steven Ford
Farrah Forke
Patricia Healy
Paul Herman
Cindy Katz
Brian Libby
Dan Martin
Mario Roberts
"Thomas Rosales, Jr."
Yvonne Zima
Mick Gould
Bud Cort
Viviane Vives
Kim Staunton
Martin Ferrero
Brad Baldridge
Andrew Camuccio
Kenny Endoso
Kimberly Flynn
Niki Harris
Bill McIntosh
Rick Marzan
Terry Miller
Daniel O'Haco
Kai Soremekun
Peter Blackwell
Trevor Coppola
Mary Kircher
Darin Mangan
Robert Miranda
Manny Perry
Iva Franks Singer
Tim Werner
Philip Ettington
Harrison Ford
Julia Ormond
Greg Kinnear
Angie Dickinson
Nancy Marchand
John Wood
Richard Crenna
Lauren Holly
Dana Ivey
Fanny Ardant
Patrick Bruel
Paul Giamatti
Miriam Colón
Elizabeth Franz
Valérie Lemercier
Becky Ann Baker
John C. Vennema
Margo Martindale
J. Smith-Cameron
Christine Luneau-Lipton
Michael Dees
Denis Holmes
Jo-Jo Lowe
Ira Wheeler
Philippa Cooper
Ayako Kawahara
François Genty
Guillaume Gallienne
Inés Sastre
Phina Oruche
Andrea Behalikova
Jennifer Herrera
Kristina Kumlin
Eva Linderholm
Carmen Chaplin
Micheline Van de Velde
Joanna Rhodes
Alan Boone
Patrick Forster-Delmas
Kentaro Matsuo
Peter McKernan
Ed Connelly
Ronald L. Schwary
Alvin Lum
Siching Song
Phil Nee
Randy Becker
Susan Browning
Anthony Mondal
Peter Parks
Woodrow Asai
Eric Bruno Borgman
Michael Cline
Christopher Del Gaudio
Philippe Hartmann
Jerry Quinn
Dori Rosenthal
Jonathan Taylor Thomas
Brad Renfro
Rachael Leigh Cook
Michael McShane
Amy Wright
Eric Schweig
Tamara Mello
Jean-Claude Van Damme
Powers Boothe
Dorian Harewood
Raymond J. Barry
Ross Malinger
Whittni Wright
Pierce Brosnan
Sean Bean
Izabella Scorupco
Famke Janssen
Joe Don Baker
Judi Dench
Gottfried John
Robbie Coltrane
Alan Cumming
Tchéky Karyo
Desmond Llewelyn
Samantha Bond
Michael Kitchen
Serena Gordon
Simon Kunz
Billy J. Mitchell
Constantine Gregory
Minnie Driver
Michelle Arthur
Ravil Isyanov
Michael Douglas
Annette Bening
Michael J. Fox
Martin Sheen
Anna Deavere Smith
Shawna Waldron
Samantha Mathis
David Paymer
Richard Dreyfuss
Nina Siemaszko
Wendie Malick
Beau Billingslea
Gail Strickland
Joshua Malina
Clement von Franckenstein
John Mahoney
John Mahon
Gabriel Jarret
Leslie Nielsen
Mel Brooks
Amy Yasbeck
Peter MacNicol
Lysette Anthony
Harvey Korman
Steven Weber
Mark Blankfield
Megan Cavanagh
Gregg Binkley
Anne Bancroft
Kevin Bacon
Bob Hoskins
Bridget Fonda
Jim Cummings
Phil Collins
Juliette Brewer
Jack Angel
Danny Mann
Robbie Rist
Sandra Dickinson
Frank Welker
Miriam Margolyes
Lola Bates-Campbell
Anthony Hopkins
Joan Allen
Ed Harris
E.G. Marshall
David Hyde Pierce
Paul Sorvino
Mary Steenburgen
J.T. Walsh
James Woods
Brian Bedford
Kevin Dunn
Fyvush Finkel
Annabeth Gish
Larry Hagman
Madeline Kahn
Dan Hedaya
Bridgette Wilson
Tom Bower
Tony Goldwyn
Edward Herrmann
Tony Lo Bianco
Saul Rubinek
Robert Beltran
John Cunningham
John Diehl
John C. McGinley
Michael Chiklis
Ric Young
Boris Sichkin
Sam Waterston
Marley Shelton
Geena Davis
Matthew Modine
Frank Langella
Maury Chaykin
Patrick Malahide
Stan Shaw
Rex Linn
Paul Dillon
Christopher Masterson
Jimmie F. Skaggs
Harris Yulin
Carl Chase
Peter Geeves
Angus Wright
Ken Bones
Mary Peach
Thomas Lockyer
Roger Booth
George Murcell
Simon Atherton
Dickey Beer
Christopher Halliday
Chris Johnston
Richard Leaf
Tam White
Rupert Vansittart
Nick Bartlett
David Bailie
Kwame Kwei-Armah
Ramon Tikaram
Christopher Adamson
Sharon Stone
Joe Pesci
Alan King
Pasquale Cajano
L.Q. Jones
Dick Smothers
Frank Vincent
Oscar Goodman
Richard Riehle
Catherine Scorsese
Vinny Vella
Nobu Matsuhisa
Erika von Tagen
Nick Mazzola
David Rose
John Bloom
Joseph Rigano
Philip Suriano
Melissa Prophet
Bill Allison
Joe La Due
Joseph P. Reidy
Craig Vincent
Carl Ciarfalio
Gene Ruffini
Dominick Grieco
Clem Caserta
Daniel P. Conte
Joey DePinto
Jack Orend
Jed Mills
Claudia Haro
Ffolliott Le Coque
John Manca
Ronald Maccone
Joseph Bono
Frank Adonis
Anthony Russell
Stuart Nisbet
Alfred Nittoli
Kate Winslet
Emma Thompson
Hugh Grant
Tom Wilkinson
Alan Rickman
Imogen Stubbs
Greg Wise
Hugh Laurie
Imelda Staunton
Robert Hardy
Oliver Ford Davies
James Fleet
Harriet Walter
Gemma Jones
Emilie François
Elizabeth Spriggs
Richard Lumsden
Tim Roth
Antonio Banderas
Jennifer Beals
Madonna
Marisa Tomei
Bruce Willis
Quentin Tarantino
Sammi Davis
Amanda de Cadenet
Valeria Golino
Lili Taylor
Lawrence Bender
Ione Skye
Alicia Witt
David Proval
Lana McKissack
Tamlyn Tomita
Kathy Griffin
Paul Calderon
Salma Hayek
Patricia Vonne
Danny Verduzco
Kimberly Blair
Marc Lawrence
Jim Carrey
Ian McNeice
Simon Callow
Maynard Eziashi
Bob Gunton
Sophie Okonedo
Tommy Davidson
Adewale Akinnuoye-Agbaje
Danny D. Daniels
Sam Motoana Phillips
Damon Standifer
Andrew Steel
Bruce Spence
Tom Grunke
Arsenio 'Sonny' Trinidad
Woody Harrelson
Jennifer Lopez
Robert Blake
Chris Cooper
Joe Grifasi
Scott Sowers
Skipp Sudduth
Aida Turturro
Vincent Pastore
Enrico Colantoni
